ilan_ilce,ilan_fiyat,net_metrekare,oda_sayısı,bulunduğu_kat,ısıtma_tipi,krediye_uygunluk,banyo_sayısı,tipi,brüt_metrekare,binanın_yaşı,binanın_kat_sayısı,site_içerisinde
24,2289440,70,1,9,0,0,0,1,80,8,4,1
24,8219640,389,0,2,0,0,6,0,390,5,2,1
24,3672700,80,1,6,0,0,1,1,100,7,9,0
24,3765710,120,3,0,0,0,0,1,130,2,3,0
24,2029020,80,1,9,0,1,0,1,105,5,4,1
24,94803560,560,8,2,0,0,4,5,680,3,1,0
24,2592810,80,1,17,0,0,0,1,90,6,2,1
24,5320200,180,6,20,0,0,0,1,200,6,9,1
24,2630810,55,0,9,0,0,0,1,70,2,7,1
24,4302315,120,3,11,0,1,0,1,135,5,3,1
24,1751310,150,3,2,0,1,1,1,165,5,1,1
24,6055060,200,6,20,0,0,1,1,220,2,3,1
24,3059115,100,3,6,0,0,0,1,115,3,2,1
24,2394090,75,1,2,0,1,0,1,90,5,4,1
24,3745170,115,3,20,0,0,0,1,130,8,4,1
24,2394090,75,1,13,0,0,0,1,90,8,5,1
24,2751865,80,1,9,0,0,0,1,95,2,6,0
24,3041535,90,1,18,0,0,0,1,105,3,4,0
24,1737280,75,1,18,0,0,0,1,80,2,4,1
24,3325125,110,3,14,0,0,0,1,125,6,8,1
24,1739160,80,1,4,3,0,0,1,90,2,10,0
24,2775150,95,3,6,0,0,0,1,105,2,5,1
24,3958375,100,3,9,3,1,1,1,125,4,8,0
24,6420960,95,3,9,0,1,1,1,120,6,5,1
24,6576402,185,0,2,0,1,6,0,186,3,4,1
24,2442640,80,1,9,0,1,0,1,95,8,4,1
24,2752300,85,1,9,5,0,0,1,100,7,7,1
24,2442640,80,1,6,5,0,0,1,95,0,6,1
24,2064225,60,1,12,0,0,0,1,75,7,5,1
24,12039300,200,6,20,0,0,1,1,225,0,4,1
24,2718710,80,1,0,0,0,0,1,95,5,2,1
24,2462195,70,1,14,3,0,1,1,85,0,7,1
24,3331205,100,3,11,0,0,0,1,115,5,3,1
24,2394090,75,1,0,0,0,0,1,90,3,2,1
24,3476040,105,3,13,0,0,1,1,120,0,6,1
24,3006640,65,1,16,0,0,0,1,80,5,8,0
24,4200215,130,3,18,0,0,0,1,145,2,3,1
24,1572410,55,1,18,0,0,0,1,70,8,3,1
24,2607030,75,1,2,0,0,0,1,90,8,7,1
24,2486610,75,1,14,0,0,0,1,90,7,9,1
24,1432890,120,1,6,0,1,0,1,135,5,4,1
24,1751310,150,3,2,0,1,1,1,165,5,1,1
24,2736225,60,1,6,4,1,0,1,75,5,1,1
24,2442640,80,1,12,0,0,0,1,95,0,6,1
24,2660100,85,1,16,0,0,0,1,100,6,8,1
24,6055060,200,6,20,0,0,1,1,220,2,3,1
25,2744800,90,1,6,0,0,0,1,100,7,4,1
25,5928732,115,3,6,3,0,1,1,148,2,9,1
25,3648120,115,3,2,0,0,1,1,120,8,4,1
25,6890148,135,3,9,0,0,1,1,172,8,3,0
25,2093440,70,1,18,0,1,0,1,80,8,3,1
25,2643894,48,0,6,3,0,0,1,66,8,3,0
25,2619245,85,1,6,0,0,0,1,95,0,4,1
25,7562280,180,8,20,0,0,2,1,220,8,4,1
25,4807080,105,3,9,0,0,0,1,120,8,3,1
25,2804130,60,0,12,3,0,0,1,70,8,9,0
25,2508640,70,1,6,0,0,0,1,80,8,3,1
25,2062440,42,0,9,3,0,0,1,60,6,5,0
25,3156520,105,3,11,0,0,1,1,115,4,3,1
25,3366280,105,1,18,0,1,0,1,115,5,3,1
25,1440420,40,0,15,3,0,0,1,60,8,9,0
25,2086275,65,1,17,0,0,6,1,75,8,3,1
25,2640770,100,1,17,0,0,0,1,110,4,3,1
25,3952130,110,3,11,0,0,1,1,130,7,4,1
25,4468620,115,3,11,0,0,0,1,130,0,4,1
25,2757100,90,1,18,0,0,0,1,100,2,3,1
25,3032810,90,1,18,0,0,0,1,110,8,2,1
25,3952130,120,3,13,0,0,0,1,130,2,5,0
25,5156100,130,5,12,0,0,1,1,150,8,4,1
25,3120910,100,3,6,0,0,1,1,130,0,3,1
25,3360980,120,3,20,0,0,1,1,140,4,2,1
25,9694278,203,3,9,0,0,1,1,242,2,3,0
25,2878480,90,1,18,0,0,0,1,110,8,3,1
25,2645500,90,1,6,0,0,0,1,100,0,7,1
25,2174045,75,1,6,0,0,0,1,85,0,2,1
25,3925782,88,1,13,3,0,1,1,98,8,9,0
25,2249674,64,0,2,3,0,0,1,74,8,9,0
25,3120910,110,3,9,0,0,0,1,130,7,3,1
25,4117200,145,0,20,0,0,1,1,150,8,4,1
25,1911312,60,1,2,0,0,0,1,72,0,3,1
25,4189120,120,3,15,0,0,1,1,160,0,7,1
25,3032810,100,1,9,0,1,0,1,110,5,2,1
25,4117200,130,3,6,0,0,0,1,150,8,2,1
25,4117200,130,3,18,0,0,1,1,150,8,2,1
25,5448024,110,1,3,3,0,0,1,136,8,9,0
25,6090960,210,6,9,0,0,3,1,240,7,2,1
25,4144400,120,3,9,0,1,0,1,130,2,3,1
25,4076540,120,6,21,0,0,1,1,130,5,2,1
25,2470320,75,1,11,0,0,0,1,90,8,4,1
25,4940640,140,5,20,3,0,1,1,180,8,4,0
25,4391680,140,4,20,0,0,1,1,160,8,4,1
25,3368652,77,1,15,3,0,0,1,98,6,9,0
25,3156520,105,3,11,0,0,1,1,115,4,3,1
25,3093660,72,1,6,3,0,0,1,90,6,8,0
25,2333080,75,1,9,0,0,0,1,85,0,4,1
25,2882040,100,3,11,0,0,1,1,105,0,3,1
25,2195840,75,1,6,0,0,0,1,80,0,4,1
25,2333080,75,1,9,0,0,0,1,85,0,4,1
25,5761680,210,8,11,0,0,1,1,240,7,3,1
25,3841120,140,4,9,0,0,2,1,160,8,2,1
25,3979960,130,3,20,0,0,1,1,145,8,4,1
25,2662456,86,1,2,0,0,0,1,97,8,3,1
25,2333080,70,1,2,0,0,0,1,85,0,2,1
25,2006466,56,0,9,3,0,0,1,66,8,10,0
25,4528920,145,3,13,0,0,0,1,165,3,5,1
25,2744800,80,1,18,0,0,0,1,100,8,2,1
25,2744800,80,1,18,0,0,0,1,100,8,2,1
25,8144445,255,8,20,0,0,2,1,285,8,3,1
25,2894955,90,1,9,0,0,0,1,105,2,4,1
25,4833164,95,1,2,0,1,0,2,196,2,0,1
25,4303800,130,3,17,0,0,1,1,135,4,4,1
25,2036867,57,0,6,3,0,0,1,67,8,10,0
25,2188872,62,0,9,3,0,0,1,72,8,10,0
25,2557700,90,1,2,0,0,0,1,100,8,3,1
25,3648120,100,3,9,0,0,0,1,120,0,4,1
25,4321260,165,8,9,0,0,1,1,180,4,2,1
25,5928732,120,3,15,3,0,1,1,148,8,9,0
25,2804130,60,0,6,0,0,0,1,70,8,4,0
25,4244440,115,4,18,0,0,1,1,145,2,2,1
25,2744800,95,1,2,0,1,0,1,100,8,4,1
25,3308520,100,3,6,0,1,0,1,120,2,3,1
25,3299270,118,3,6,0,0,1,1,130,7,4,1
25,2791690,90,1,18,0,0,0,1,110,6,3,1
25,7562280,160,6,12,0,0,2,1,220,2,4,1
25,3004425,65,0,9,0,0,0,1,75,8,4,0
25,5808555,120,3,6,0,0,0,1,145,8,4,0
25,2205680,75,1,18,0,0,0,1,80,8,4,1
25,2037035,65,1,6,0,1,0,1,77,5,2,1
25,3000875,115,1,6,0,0,0,1,125,8,4,1
25,2301930,80,1,6,0,0,0,1,90,0,4,1
25,5472180,160,7,18,0,0,0,1,180,1,4,1
25,4365075,155,5,11,0,0,0,1,165,0,3,1
25,3185520,110,1,12,0,0,0,1,120,0,4,1
25,4081190,150,5,9,0,0,1,1,170,8,2,1
25,3240945,115,4,17,0,0,0,1,135,7,3,1
25,5168170,155,5,12,0,0,2,1,170,8,4,1
35,2550800,60,0,18,0,0,0,1,70,5,3,1
35,3300840,75,1,2,0,0,0,1,90,8,3,1
35,3591760,80,1,18,0,0,0,1,95,0,4,1
35,86613480,939,0,2,0,1,6,0,940,5,3,1
35,17714880,165,7,12,0,0,2,1,180,0,4,1
35,4281225,65,0,6,0,1,0,1,75,5,2,1
35,3367275,66,1,18,0,0,0,1,75,5,4,1
35,3455675,70,1,21,0,0,0,1,85,2,4,1
35,17451480,190,7,13,5,0,1,1,230,0,5,1
35,6750054,161,0,2,0,0,6,0,162,5,0,1
35,7626440,160,4,21,0,0,1,1,185,0,3,1
35,3319750,55,0,17,0,0,0,1,70,0,1,1
35,4122400,85,1,2,0,0,1,1,100,8,2,1
35,4754880,80,1,2,0,0,0,1,90,5,4,1
35,7503760,90,1,12,0,0,0,1,110,4,4,0
35,3097400,80,1,2,0,0,0,1,85,5,3,1
35,14255340,185,3,12,0,0,1,1,220,8,5,1
35,9719550,135,3,6,0,0,1,1,150,0,4,1
35,3097400,72,1,9,0,0,0,1,85,5,4,1
35,7945000,120,3,2,0,0,0,1,140,2,3,1
35,2530950,70,0,11,0,0,0,1,75,5,3,1
35,10333680,85,1,2,5,1,1,1,105,0,3,1
35,7030540,95,3,9,0,0,0,1,110,5,4,1
35,5771360,110,3,12,0,0,0,1,140,5,4,0
35,5283800,120,3,9,5,0,1,1,145,0,6,1
35,5283800,125,3,9,5,0,1,1,145,0,6,1
35,3097400,80,1,2,0,0,0,1,85,5,3,1
35,3024640,70,1,9,0,0,0,1,80,6,4,1
35,6242500,100,3,18,0,0,0,1,110,0,3,1
35,3367275,70,1,6,0,0,0,1,75,0,3,1
35,3367275,70,1,6,0,0,0,1,75,0,3,1
35,6810000,115,3,11,0,0,1,1,120,0,3,1
35,5081875,95,1,17,0,1,1,1,125,6,4,1
35,7649880,90,3,9,5,0,1,1,98,1,4,1
35,3591760,80,1,18,0,0,0,1,95,0,4,1
35,16325550,120,3,11,4,0,0,1,145,5,3,1
35,4536960,110,3,9,0,0,0,1,120,7,3,1
35,5771360,130,3,12,0,0,0,1,140,5,4,1
35,2061200,45,0,17,0,0,0,1,50,8,3,1
35,2750700,60,1,17,0,0,0,1,75,8,3,1
35,3054250,85,1,9,0,0,0,1,95,5,3,1
35,3183930,80,1,6,0,0,0,1,90,2,3,1
35,3367275,70,1,6,0,0,0,1,75,0,3,1
35,2250500,65,0,17,0,0,0,1,70,5,4,1
35,3367275,70,1,18,0,0,0,1,75,5,3,1
35,3969840,100,1,18,0,0,0,1,105,0,4,1
35,3858000,110,3,6,0,0,0,1,120,5,4,1
35,8951990,127,3,6,3,0,1,1,146,5,10,0
35,22482648,243,0,2,2,0,6,0,244,5,2,1
35,32477280,200,6,15,5,0,2,1,330,8,7,0
35,15451380,189,3,6,3,1,1,1,252,8,7,1
35,4754880,80,1,18,0,0,0,1,90,5,4,1
35,2572000,70,1,17,0,0,0,1,80,0,4,1
35,4915040,120,3,17,0,0,0,1,130,0,4,1
35,2791689,66,0,2,0,1,6,0,67,5,5,1
35,4534640,80,3,17,0,0,0,1,110,8,4,1
35,8660608,72,1,9,0,0,0,1,88,0,4,1
35,7317900,150,7,6,0,0,1,1,180,2,1,1
35,3504040,75,1,6,0,0,0,1,85,2,3,1
35,10147800,125,3,9,0,1,0,1,130,5,4,1
35,4555000,85,1,6,0,0,0,1,125,2,2,1
35,3891470,75,1,6,0,0,0,1,110,2,3,1
35,22050330,250,8,11,0,0,2,1,345,0,4,1
35,12076960,188,3,9,0,0,1,1,205,8,3,1
35,12947850,95,3,11,0,0,0,1,115,5,4,1
35,19191120,163,5,9,0,0,1,1,195,8,2,1
35,9197250,140,3,2,0,0,1,1,150,2,5,1
35,2732750,80,1,6,0,0,0,1,85,5,2,1
35,7350110,110,3,6,0,0,0,1,115,5,3,1
35,3367275,65,1,12,0,0,0,1,75,3,4,1
35,6688920,130,4,11,0,0,1,1,140,2,3,1
35,5997420,66,1,9,5,0,0,1,90,0,3,1
35,7113315,75,1,9,0,0,0,1,95,1,6,0
35,8660608,73,1,9,0,0,1,1,88,0,4,1
35,4372800,97,5,2,0,0,1,1,120,4,4,1
35,4061130,65,1,17,0,0,0,1,85,0,3,1
35,3556875,70,1,6,0,1,0,1,75,0,3,1
35,6868160,101,5,12,0,0,1,1,130,0,4,1
35,5811520,85,5,12,0,0,1,1,110,0,4,1
35,2679560,50,0,17,0,0,0,1,65,0,3,1
35,3556875,65,1,18,0,0,0,1,75,0,1,1
35,4372800,110,3,6,0,0,0,1,120,5,4,1
35,3698240,60,0,18,0,0,0,1,70,5,4,1
35,8747595,110,3,12,5,0,1,1,135,0,6,0
35,6662340,75,1,17,5,1,0,1,90,1,3,0
35,5134640,120,3,9,0,0,0,1,140,2,2,1
35,6071830,85,1,6,0,0,0,1,95,2,4,1
35,14333400,250,6,9,0,0,1,1,300,2,2,1
34,5947060,135,3,2,0,0,1,1,140,3,5,1
34,2068990,60,1,12,0,0,0,1,70,0,4,1
34,5425940,120,1,9,0,0,1,1,130,6,4,1
34,2145900,40,0,18,0,0,0,1,60,2,2,1
34,4885085,95,1,11,0,0,0,1,115,5,3,1
34,5522270,110,3,11,0,0,0,1,130,5,4,1
34,2807915,85,1,18,0,0,1,1,95,3,4,1
34,5820880,125,3,16,0,0,1,1,145,2,10,0
34,12844650,300,10,12,0,0,1,1,325,5,4,1
34,4616560,85,3,12,0,0,0,1,115,5,8,0
34,4869500,105,3,16,3,0,0,1,125,0,9,0
34,2682375,65,1,18,0,0,0,1,75,8,3,1
34,2999880,80,1,6,0,0,0,1,90,0,3,1
34,4239070,90,1,6,0,0,0,1,110,3,4,1
34,2833380,85,1,6,0,0,0,1,90,2,4,1
34,6176100,125,3,11,0,0,1,1,150,2,4,1
34,7868420,90,3,9,0,1,1,1,140,8,4,0
34,6182330,93,3,16,3,0,1,1,110,7,10,0
34,6182330,94,3,16,3,0,1,1,110,7,10,0
34,4115125,95,3,13,0,1,0,1,125,3,10,0
34,5309875,115,1,11,0,0,1,1,125,3,4,1
34,6021600,130,3,16,0,0,1,1,150,3,9,0
34,4279730,120,5,13,0,0,0,1,130,2,5,0
34,5137860,120,3,6,0,0,1,1,130,0,4,1
34,3754590,90,1,1,0,0,1,1,95,0,4,1
34,2964150,65,0,17,0,0,0,1,75,0,4,1
34,5335470,100,3,11,0,0,1,1,135,2,3,1
34,3720825,100,1,2,0,0,1,1,115,3,4,1
34,6622520,150,5,20,0,0,1,1,170,8,3,1
34,4747100,70,1,4,3,0,0,1,100,1,11,1
34,6258875,160,5,16,0,0,1,1,175,2,8,1
34,5352620,110,3,11,0,0,0,1,130,3,8,0
34,2750175,75,1,17,0,1,1,1,85,2,4,1
34,4044375,110,3,6,0,0,1,1,125,8,5,1
34,3468330,80,1,18,0,0,0,1,90,8,3,1
34,4938150,130,5,6,0,0,1,1,150,8,3,1
34,2724320,70,1,18,0,0,0,1,80,8,3,1
34,6584200,170,8,12,0,0,1,1,200,0,4,1
34,5064782,48,0,7,3,1,0,1,74,8,12,0
34,3950520,110,2,18,0,0,1,1,120,8,10,1
34,3235500,90,1,2,0,0,1,1,100,2,4,1
34,2364560,70,1,18,0,0,0,1,80,2,3,1
34,4579035,80,1,18,0,0,1,1,85,0,4,1
34,2426625,65,1,17,0,0,0,1,75,2,4,1
34,2612320,70,1,18,0,0,0,1,80,8,6,1
34,4545030,105,1,9,0,0,0,1,115,5,5,0
34,7311570,150,7,3,0,0,1,1,185,3,9,0
34,7367400,166,6,20,0,0,1,1,180,8,3,1
34,3591940,80,1,11,0,0,0,1,110,8,4,1
34,3560325,48,0,11,3,0,0,1,75,0,4,1
34,3040025,75,1,2,0,0,0,1,85,5,2,1
34,3232260,40,0,17,0,0,0,1,60,4,5,1
34,5939310,45,0,5,0,0,0,1,65,7,12,1
34,4579035,70,1,17,0,1,0,1,85,5,4,1
34,2962890,85,1,1,0,0,0,1,90,2,9,1
34,3501615,50,0,18,0,0,0,1,65,8,4,1
34,4672690,95,1,6,0,0,0,1,110,5,3,1
34,4361500,90,3,6,0,0,1,1,125,0,10,0
34,3235130,80,3,6,0,0,1,1,95,0,3,1
34,5656464,115,3,2,0,0,1,1,132,3,7,0
34,5352620,115,3,2,0,0,0,1,130,5,4,0
34,2264850,60,1,18,0,0,0,1,70,2,3,1
34,2633680,70,1,18,0,0,0,1,80,3,3,1
34,6825104,110,3,13,5,0,1,1,157,8,10,0
34,6817300,140,3,12,0,0,1,1,175,2,4,1
34,5928300,140,3,9,0,0,0,1,150,3,8,0
34,11340000,160,5,2,0,0,0,5,200,5,2,1
34,7012080,150,7,12,0,0,1,1,180,0,4,1
34,3817688,80,1,18,0,0,0,1,98,0,4,1
34,10964880,90,1,17,0,1,0,1,120,0,2,1
34,13706100,115,3,20,0,0,1,1,150,0,2,1
34,7528730,65,1,5,3,0,0,1,110,8,12,0
34,13688600,140,3,14,0,0,1,1,200,3,11,0
34,2662080,45,0,11,0,0,0,1,60,8,9,1
34,4272390,70,1,11,5,0,0,1,90,1,12,0
34,4666480,120,5,18,0,0,0,1,140,0,3,1
34,7095460,128,3,12,3,0,1,1,170,6,7,0
34,7401640,180,5,12,0,0,1,1,190,2,4,1
34,3082960,75,1,17,0,0,0,1,80,0,5,1
34,3275645,80,1,2,0,0,0,1,85,0,5,1
34,1941300,50,0,18,0,0,0,1,60,8,3,1
34,2689687,76,1,6,0,0,0,1,91,0,3,1
34,5999280,120,3,4,0,0,0,1,140,7,10,1
34,2769480,70,1,18,0,0,0,1,90,5,5,0
34,5218720,115,3,13,0,0,0,1,130,5,7,0
34,2512345,75,1,12,0,0,0,1,85,7,4,1
34,3469870,75,1,6,0,0,0,1,85,8,3,1
34,4608940,120,3,6,0,0,1,1,140,2,8,1
34,3252610,70,1,2,0,0,0,1,85,0,3,1
34,2938860,80,1,9,0,0,0,1,90,0,4,1
30,3367320,110,0,11,0,0,0,1,120,8,3,1
30,3884667,69,1,13,3,1,0,1,111,0,9,0
30,8352500,115,3,2,0,1,4,2,130,5,4,1
30,4754715,90,3,11,5,0,1,1,105,0,9,0
30,1823965,55,0,6,0,0,0,1,65,2,4,0
30,3482280,165,6,11,0,0,2,1,180,2,3,1
30,1739782,54,0,11,3,0,0,1,62,8,10,0
30,2872440,85,1,12,0,0,0,1,90,7,4,1
30,4053332,102,3,6,0,1,0,1,127,5,4,1
30,3625920,100,3,11,0,0,1,1,120,0,5,1
30,3811950,80,1,11,0,0,0,1,90,8,4,1
30,3227015,105,1,2,5,1,1,1,115,0,9,1
30,2469368,75,1,9,0,0,0,1,88,1,4,1
30,2806100,85,1,9,0,0,1,1,100,2,3,1
30,4870825,93,3,6,3,0,0,1,115,7,5,0
30,5774505,145,4,14,0,0,2,1,165,1,7,0
30,2449790,60,0,2,0,0,0,1,70,8,4,0
30,3211760,85,1,6,0,1,0,1,95,5,5,1
30,3384192,80,1,4,3,0,1,1,112,0,11,0
30,2385185,75,1,11,0,0,0,1,85,6,4,1
30,4234637,105,3,6,0,0,1,1,121,0,4,1
30,2356848,58,0,13,3,0,0,1,78,0,11,1
30,2624775,65,1,0,0,0,0,1,75,6,3,1
30,2469060,75,1,2,0,0,0,1,90,8,2,1
30,4053332,102,3,6,0,1,0,1,127,5,4,1
30,3042720,80,1,2,0,0,0,1,90,0,3,1
30,3017740,105,3,6,0,0,0,1,110,8,3,1
30,11859400,225,6,13,5,0,2,1,280,0,5,1
30,2234120,50,0,2,3,0,0,1,70,8,3,1
30,5074565,120,3,6,0,0,1,1,145,2,3,1
30,4479616,104,3,2,0,0,1,1,128,8,4,1
30,23243685,325,6,2,5,0,2,5,345,8,1,0
30,3887920,80,1,2,3,0,0,1,115,8,11,0
30,3564080,100,3,18,0,0,0,1,130,8,3,1
30,13315575,155,8,2,0,0,1,5,175,5,1,1
30,3227015,105,3,9,0,0,0,1,115,1,8,1
30,6113205,110,3,17,0,0,1,1,135,8,3,0
30,5717925,93,3,6,0,0,0,1,135,5,4,0
30,2974745,70,1,2,3,0,0,1,85,0,6,0
30,2385185,65,1,12,3,0,0,1,85,7,4,0
30,4724595,125,3,12,0,0,0,1,135,8,4,0
30,40367700,390,11,2,5,0,3,5,450,2,2,1
30,2385185,80,1,12,0,0,0,1,85,1,4,1
30,2743400,90,1,6,0,0,0,1,100,4,5,1
30,4659050,85,1,9,0,0,1,1,110,8,4,0
30,2749978,75,1,2,3,1,0,1,98,8,8,1
30,3042720,80,1,2,0,0,0,1,90,0,3,1
30,2028480,45,0,18,0,0,0,1,60,8,4,1
30,3564080,110,3,11,0,0,0,1,130,0,5,0
30,2467440,80,1,18,0,0,0,1,90,0,5,0
30,3152840,105,3,13,0,0,0,1,115,0,5,0
30,3429250,110,3,18,0,0,0,1,125,0,2,1
30,2606230,80,1,15,3,0,0,1,95,1,9,0
30,3292080,110,3,9,0,0,0,1,120,8,3,1
30,30551840,300,3,2,5,0,1,2,440,3,1,0
30,4910675,155,7,14,0,0,0,1,175,4,7,1
30,2719440,80,1,6,0,0,0,1,90,7,3,1
30,21529440,150,5,2,0,0,3,5,240,0,1,1
30,2525490,85,1,18,0,0,0,1,90,7,3,0
30,4564080,125,3,2,0,1,0,1,135,5,4,1
30,2974745,70,1,2,3,0,0,1,85,0,6,0
30,4023725,80,1,13,0,0,0,1,95,0,7,1
30,6339620,120,3,6,0,0,1,1,140,5,4,1
30,3651264,100,3,9,0,0,1,1,108,1,2,1
30,3211760,80,1,18,0,0,0,1,95,1,2,1
30,5294375,98,3,11,0,0,0,1,125,0,5,1
30,4226000,100,3,6,0,0,0,1,125,8,3,0
30,4584607,103,3,2,0,0,1,1,131,0,4,1
30,4149080,120,3,11,0,0,0,1,130,7,4,0
30,4724595,113,3,11,0,0,1,1,135,0,4,1
30,4068845,115,3,9,0,0,0,1,145,5,4,1
30,2330360,75,1,12,3,0,0,1,85,7,9,1
30,4023725,70,1,17,0,0,0,1,95,7,4,0
30,4724595,120,3,11,3,0,1,1,135,8,4,1
30,2604520,82,1,11,0,0,0,1,95,6,9,1
30,10867920,200,10,9,0,0,2,1,240,5,2,1
30,2704640,65,1,2,0,0,0,1,80,0,9,1
30,2799760,68,1,2,0,0,0,1,80,6,3,1
30,6566035,110,3,11,5,0,1,1,145,0,7,1
30,3838240,125,3,6,0,1,1,1,140,5,5,1
30,3292080,110,3,13,0,0,0,1,120,7,5,0
30,4890564,88,1,9,0,0,1,1,108,0,5,1
30,7222280,95,1,17,0,0,1,1,130,8,3,1
30,5240240,95,1,9,3,1,0,1,155,8,10,1
30,2712860,75,1,9,0,0,0,1,85,0,4,1
30,1837870,90,1,13,0,0,0,1,95,8,5,1
30,41164149,305,12,2,0,0,5,5,541,0,3,1
30,22217988,166,7,2,0,0,3,5,292,0,3,1
30,18565716,140,5,6,0,0,3,5,244,0,3,1
30,4630065,145,3,9,0,1,1,1,165,5,3,1
0,4160325,70,1,6,0,0,0,1,75,5,2,1
0,5779325,80,3,6,2,0,0,1,95,5,3,1
0,7640485,110,3,18,0,0,1,1,145,5,0,1
0,10983258,152,5,11,0,0,0,1,198,2,3,1
0,7599527,105,3,9,0,0,0,1,137,2,3,1
0,46816380,500,12,2,0,0,1,5,540,5,3,1
0,7205880,100,5,17,2,0,0,6,120,5,2,1
0,6004900,85,3,6,2,0,0,6,100,5,3,1
0,6656520,110,3,6,0,0,0,1,120,5,2,1
0,35013550,480,12,2,2,0,4,2,550,5,2,1
0,10403640,110,3,2,0,0,0,2,120,5,1,1
0,12758330,210,5,6,3,0,1,1,230,5,2,1
0,7300200,100,3,6,2,0,0,1,120,5,3,1
0,47683350,450,12,2,0,0,5,2,550,5,2,1
0,8897112,136,1,2,0,0,1,2,168,3,1,1
0,16417290,260,10,2,1,0,1,5,310,5,1,1
0,22188400,370,12,17,4,0,4,1,400,5,2,1
0,10886760,170,3,6,0,0,0,1,180,5,2,1
1,2538600,90,1,2,0,0,0,1,100,0,2,1
1,2487828,85,1,18,0,0,0,1,98,8,4,1
1,3065810,100,5,20,0,0,1,1,110,0,2,1
1,2502280,85,1,11,0,0,0,1,94,8,9,0
1,2157810,80,1,17,0,1,0,1,85,7,3,1
1,2538600,90,1,9,0,0,0,1,100,4,4,0
1,4190940,158,4,12,0,0,1,1,180,0,4,1
1,2647745,85,1,6,0,0,0,1,95,7,4,1
1,3194400,105,1,9,0,0,1,1,120,0,9,0
1,2165840,75,1,18,0,0,0,1,80,2,5,1
1,4046120,120,1,9,5,0,1,1,130,0,2,1
1,4738070,110,4,6,0,0,2,1,170,0,1,1
1,2753300,107,3,2,0,0,0,1,110,2,3,0
1,2127550,80,1,11,0,0,0,1,85,2,8,0
1,7301000,120,5,2,0,0,1,5,140,1,1,1
1,2284740,85,1,17,0,0,0,1,90,8,4,1
1,3813320,100,2,20,0,0,0,1,140,8,3,1
1,1493895,60,0,18,0,0,0,1,65,0,3,1
1,2411670,90,1,18,0,0,1,1,95,7,3,1
1,1608810,60,1,18,0,0,0,1,70,7,3,1
1,2315230,80,1,2,0,0,0,1,85,8,2,1
1,4160050,144,1,2,0,1,0,0,145,5,1,1
1,2413215,80,1,17,0,0,0,1,105,8,3,1
1,2503000,85,1,2,0,0,0,1,100,8,3,1
1,2030880,70,1,18,0,0,0,1,80,0,3,1
1,3504200,100,3,11,0,0,1,1,140,3,3,1
1,4515480,180,4,21,0,0,0,1,185,0,3,1
1,3905280,140,4,9,0,0,1,1,160,0,3,1
1,4031224,147,6,19,0,1,0,1,148,5,0,1
1,13578900,120,1,2,0,1,0,2,150,3,0,1
1,2538600,95,1,9,0,1,0,1,100,3,4,1
1,2707300,90,1,2,0,0,0,1,100,0,4,1
1,2967030,125,3,9,0,0,0,1,135,0,4,1
1,2440800,85,1,2,0,0,0,1,100,0,2,1
1,4393440,150,4,21,0,0,1,1,180,1,1,1
1,2538600,94,1,18,0,0,0,1,100,8,3,1
1,2197800,91,1,18,0,1,0,1,100,3,2,1
1,2298300,90,1,9,0,1,1,1,100,7,3,1
1,2628150,90,1,2,4,1,0,1,105,8,5,1
1,6674376,375,1,2,4,1,0,3,376,8,0,1
1,2588768,80,1,2,4,1,0,2,104,5,1,1
1,2665530,90,1,9,0,0,0,1,105,0,3,1
1,4823340,150,5,11,0,0,1,1,190,0,3,1
1,2538600,90,1,2,0,0,0,1,100,5,2,1
1,2068470,80,1,0,0,0,1,1,90,8,4,1
1,3217620,130,4,12,0,0,2,1,140,0,4,1
1,2665530,85,1,2,0,0,1,1,105,8,4,1
1,3677280,150,6,11,0,0,1,1,160,1,3,1
1,2987790,120,0,18,1,0,6,1,130,1,3,1
1,2436570,85,1,18,0,0,0,1,90,3,3,1
1,2068470,86,1,2,0,0,0,1,90,1,3,1
1,2792460,87,1,6,0,0,0,1,110,8,4,1
1,2068470,85,1,18,0,0,0,1,90,8,3,1
1,2665530,100,1,2,0,0,1,1,105,4,3,1
1,2647745,85,1,9,0,0,0,1,95,7,3,1
1,3897075,160,6,9,0,0,1,1,175,0,2,1
1,2468340,95,1,6,0,0,0,1,105,8,3,1
1,2284740,85,1,2,0,0,0,1,90,7,3,1
1,4315620,160,6,12,0,0,1,1,170,8,4,1
1,2411670,90,1,6,0,0,0,1,95,1,4,1
1,2411670,90,1,6,0,0,1,1,95,4,4,1
1,1758240,77,1,6,0,0,0,1,80,4,1,1
1,3046320,110,3,9,0,1,1,1,120,4,3,1
1,1758240,60,1,6,0,0,0,1,80,1,4,1
1,2538600,85,1,2,0,0,0,1,100,6,4,1
1,2350800,85,1,2,0,0,0,1,100,7,4,1
1,2298300,85,1,2,0,0,0,1,100,0,4,1
1,2252700,70,1,2,3,0,0,1,90,0,6,0
1,3319030,120,3,18,0,0,0,1,130,0,3,1
1,4269760,150,6,20,0,0,1,1,160,7,2,1
1,2956780,85,1,2,0,1,0,1,95,0,2,0
1,2209460,75,1,13,0,0,0,1,83,8,9,0
1,2792460,98,1,6,0,0,0,1,110,8,3,1
