ilan_ilce,ilan_fiyat,net_metrekare,oda_sayısı,bulunduğu_kat,ısıtma_tipi,krediye_uygunluk,banyo_sayısı,tipi,brüt_metrekare,binanın_yaşı,binanın_kat_sayısı,site_içerisinde
1,5220930,149,6,6,0,1,1,1,165,4,2,1
1,3332535,140,4,11,0,0,1,1,145,1,3,1
1,2301205,70,1,18,0,0,0,1,85,8,3,1
1,2707300,85,1,2,0,0,0,1,100,7,3,1
1,2115555,90,1,18,4,1,0,1,95,3,4,1
1,2538600,95,1,17,0,0,0,1,100,6,4,1
1,2197800,95,1,17,0,0,0,1,100,6,4,1
1,2792460,100,8,11,0,0,2,1,110,7,3,1
1,3554040,130,3,0,0,0,0,1,140,4,3,1
1,3173250,115,3,6,0,0,0,1,125,8,4,1
1,3300180,115,1,6,0,1,0,1,130,3,3,1
1,4569480,165,6,17,0,0,1,1,180,0,4,1
4,3693150,140,3,11,0,0,0,1,145,2,3,1
4,12112500,170,3,11,0,0,2,1,190,0,3,1
4,3707080,120,3,6,0,0,0,1,130,8,3,1
4,1805175,65,1,17,0,0,0,1,75,8,3,1
4,2525600,80,1,2,0,0,0,1,100,8,4,1
4,3662120,130,3,12,0,0,0,1,145,2,4,1
4,1805175,70,0,6,0,0,0,1,75,8,4,1
4,2318800,90,1,6,0,0,0,1,100,5,3,1
4,2597600,90,1,9,0,0,0,1,100,2,4,1
4,7012500,100,3,14,0,0,0,1,110,5,9,0
4,2843610,100,3,17,0,0,0,1,110,4,3,1
4,6914712,145,3,2,3,0,1,1,168,2,3,0
4,2851600,90,1,2,0,1,1,1,100,3,4,1
4,3247000,115,3,9,0,0,0,1,125,1,4,1
4,5418750,78,1,2,0,0,0,1,85,0,3,1
4,6375000,87,1,11,0,0,0,1,100,5,3,1
4,7650000,100,3,2,0,0,0,1,120,5,3,1
4,2020480,75,1,11,0,0,0,1,80,0,4,1
4,1938825,65,1,17,0,0,0,1,75,4,6,1
4,5737500,65,1,17,0,0,0,1,90,1,3,1
4,3117120,90,3,6,0,0,0,1,120,5,4,1
4,3117120,110,3,12,0,0,0,1,120,5,4,1
4,2597600,90,3,2,0,0,0,1,100,0,4,1
4,6997030,150,5,11,0,0,1,1,170,0,3,1
4,2727480,100,1,9,0,0,0,1,105,0,4,1
4,2801700,100,1,6,0,1,0,1,110,5,4,1
4,2286555,85,1,18,0,0,0,1,95,5,2,1
4,5350670,115,3,11,0,0,0,1,130,3,4,0
4,2585100,90,1,6,0,1,0,1,100,5,4,1
4,2164950,80,1,11,0,0,0,1,85,5,5,1
4,2164950,80,1,11,0,0,0,1,85,5,5,1
4,2547000,90,1,18,0,0,0,1,100,8,4,1
4,1948200,68,1,18,0,0,0,1,75,0,4,1
4,3247000,120,3,6,0,0,0,1,125,5,4,1
4,3376880,120,3,6,0,0,1,1,130,8,4,1
4,2045865,75,1,2,0,0,1,1,85,8,3,1
4,3636640,120,3,12,0,1,0,1,140,5,5,1
4,5195200,180,8,12,0,0,1,1,200,0,4,1
4,2207960,80,1,18,0,0,0,1,85,5,4,1
4,2207960,80,1,11,0,0,0,1,85,0,4,1
4,4115900,90,1,2,0,0,0,1,100,8,3,1
4,4115900,90,1,18,0,0,0,1,100,2,4,1
4,4115900,90,1,2,0,1,0,1,100,5,4,1
4,2585100,90,1,9,0,0,0,1,100,8,4,1
4,4527490,90,1,13,5,0,1,1,110,5,6,0
4,5132880,160,3,6,0,0,1,1,180,2,3,1
4,1855040,70,1,6,0,0,0,1,80,0,3,1
4,4277400,130,2,12,0,0,1,1,150,0,4,1
4,8925000,130,3,2,0,0,0,1,140,5,4,0
4,3489885,125,3,2,0,0,0,1,135,5,4,1
4,6375000,90,1,17,0,0,0,1,100,0,4,1
4,6375000,90,1,18,0,0,0,1,100,0,4,1
4,2078080,75,1,17,0,0,0,1,80,2,3,1
4,3376880,120,3,11,0,0,0,1,130,5,4,1
4,2904440,105,3,12,0,0,0,1,115,0,4,1
4,2273040,85,1,2,0,0,0,1,90,8,3,1
4,3136760,100,3,2,0,0,0,1,110,5,2,0
4,2709020,85,1,11,0,0,0,1,95,8,4,1
4,5100000,70,1,18,0,0,0,1,80,0,3,1
4,8925000,130,3,6,0,0,1,1,140,0,3,1
4,1970980,80,1,9,0,0,0,1,85,5,3,1
4,1772720,70,1,18,0,0,0,1,80,2,1,1
4,2197335,78,1,18,0,0,0,1,85,2,4,1
4,2045865,70,1,2,0,0,0,1,85,0,3,1
4,6314000,220,7,12,0,0,2,1,250,8,4,1
4,4293520,160,5,20,0,0,1,1,170,3,4,1
4,1532930,65,1,18,0,0,0,1,70,8,4,1
4,8925000,130,3,11,0,0,1,1,140,8,3,1
4,2366828,75,1,2,0,0,0,1,83,0,3,1
4,5094000,170,10,20,0,0,1,1,200,0,4,1
4,7968750,90,3,2,0,0,1,1,125,7,3,0
4,5100000,75,1,2,0,0,0,1,80,0,3,1
4,1528200,55,0,17,0,0,0,1,60,0,3,1
4,1809570,52,1,18,0,1,0,1,70,5,3,1
4,3704310,75,1,9,0,1,0,1,90,5,3,1
4,9562500,135,3,6,0,1,1,1,150,0,3,1
4,2406900,90,1,18,0,0,0,1,100,0,3,1
4,4782435,138,3,13,0,1,0,1,185,5,5,1
4,4332420,150,4,12,0,1,1,1,180,8,4,1
4,4293520,160,6,11,0,0,1,1,170,2,3,1
4,3409560,125,3,6,0,0,0,1,135,0,4,1
4,3117120,110,3,11,0,0,0,1,120,5,4,1
4,2769875,120,3,6,0,1,0,1,125,5,4,1
4,6693750,90,1,2,5,0,0,1,105,0,3,1
4,2597600,95,1,11,0,0,0,1,100,5,4,1
4,7650000,105,3,9,0,0,0,1,120,5,3,1
4,2037600,78,1,6,0,0,0,1,80,8,3,1
4,3030720,110,3,12,0,1,0,1,120,0,4,1
4,2467720,85,1,0,0,0,1,1,95,5,6,1
4,1708122,70,1,18,0,0,0,1,78,8,3,1
5,7845900,125,3,11,0,0,1,1,150,0,4,1
5,2931240,37,0,4,0,1,0,1,40,5,10,1
5,4213120,70,1,18,0,0,0,1,80,1,3,1
5,10845588,134,3,18,0,0,1,1,148,5,3,0
5,8573877,95,3,14,0,0,0,1,117,5,10,1
5,8302668,54,0,4,5,1,0,1,66,8,11,0
5,3857920,70,1,18,0,0,0,1,80,3,4,1
5,16353740,105,3,2,0,0,0,1,130,5,7,1
5,5251500,95,1,9,0,0,0,1,100,5,4,1
5,6276720,115,3,9,0,0,1,1,120,2,4,1
5,13208790,95,1,13,0,0,0,1,105,5,9,1
5,6751360,125,3,9,0,0,1,1,140,5,2,1
5,7845900,125,3,11,0,0,1,1,150,0,4,1
5,16536000,140,3,6,0,0,1,1,150,0,3,1
5,16536000,135,3,2,0,0,2,1,150,0,3,1
5,3352678,90,1,18,0,0,0,1,98,5,5,1
5,10625745,135,3,11,0,0,1,1,145,5,3,0
5,14645680,260,8,13,0,0,2,1,280,8,5,1
5,3746515,85,1,6,0,0,0,1,95,5,3,1
5,22048000,170,3,17,0,0,0,1,200,3,4,1
5,4030455,48,0,11,0,0,0,1,55,5,4,0
5,39877966,249,7,4,5,1,2,1,317,8,11,0
5,6161688,105,3,11,0,1,0,1,117,5,4,1
5,7034976,53,0,17,3,0,0,4,96,7,10,0
5,5545760,95,1,17,0,0,1,1,115,8,4,0
5,4099040,75,1,6,0,0,0,1,85,0,4,1
5,5529720,90,3,6,0,0,1,1,105,0,4,1
5,5001120,75,1,2,0,0,0,1,90,5,3,1
5,9953496,90,1,6,5,0,1,1,189,7,3,0
5,13228800,110,3,2,0,0,1,1,120,5,4,1
5,13228800,110,3,2,0,0,1,1,120,5,4,1
5,3297645,35,0,5,3,0,0,4,45,7,11,0
5,21717280,178,5,6,0,0,1,1,197,7,3,0
5,4099040,75,1,2,0,0,0,1,85,0,4,1
5,6590556,106,3,9,0,0,1,1,126,0,4,1
5,10461200,175,6,20,0,0,2,1,200,0,4,1
5,4476440,70,1,17,0,0,0,1,85,0,4,1
5,3661420,50,0,17,3,0,0,1,70,8,4,0
5,13228800,100,3,12,0,1,1,1,120,0,4,0
5,6668160,105,3,6,0,0,0,1,120,5,3,1
5,4707540,80,1,6,0,0,1,1,90,0,4,1
5,6276720,100,3,6,0,0,1,1,120,0,4,1
5,4476440,68,1,6,0,0,0,1,85,0,4,1
5,11768250,115,1,9,0,0,0,1,125,1,4,1
5,6028000,115,1,2,0,0,1,1,125,4,4,1
5,3517488,30,0,3,3,0,0,4,48,7,11,0
5,4581280,85,1,18,0,0,0,1,95,7,4,1
5,6751360,130,4,11,0,0,1,1,140,7,3,1
5,30694712,169,5,5,3,0,2,1,244,0,11,0
5,25411196,149,3,9,3,0,1,1,202,0,11,0
5,6056360,100,3,6,0,0,1,1,115,0,4,1
5,20001882,119,1,15,3,0,1,1,159,0,11,0
5,10063840,60,0,5,3,0,0,1,80,0,11,0
5,7899600,135,3,6,0,0,1,1,150,0,4,1
5,8680320,150,6,11,0,0,1,1,180,5,5,0
5,44793000,300,9,2,0,0,1,5,350,5,3,1
5,6846320,100,3,6,0,0,0,1,130,5,5,1
5,8847750,195,6,11,0,0,2,1,235,0,3,1
5,22406748,180,5,9,3,0,1,1,238,0,3,1
5,22124310,225,5,2,0,0,2,1,235,5,2,1
5,7715840,136,3,3,0,0,1,1,160,5,9,0
5,6668160,105,3,6,0,0,0,1,120,5,3,1
5,8793720,100,3,9,0,0,1,1,120,5,10,1
5,8427315,110,1,13,0,0,0,1,115,5,10,1
5,8819200,75,1,18,0,0,0,1,80,4,4,1
5,2823750,60,0,2,0,0,0,1,75,5,3,1
5,26360880,240,5,17,0,1,2,1,280,2,4,1
5,5001120,75,1,2,0,0,0,1,90,5,3,1
5,6846320,110,3,11,0,0,1,1,130,8,4,1
5,7034976,63,0,2,0,0,0,4,96,8,10,1
5,3556808,55,1,17,0,0,0,1,68,5,4,1
5,12126400,90,3,2,0,0,0,1,110,5,4,1
5,20756670,155,3,18,0,0,1,1,165,2,5,0
5,13837780,100,1,6,3,0,0,1,110,5,11,1
5,5496075,53,0,3,3,0,0,4,75,7,11,0
5,6269120,120,5,11,0,0,1,1,130,6,3,1
5,6846320,115,3,2,0,0,0,1,130,6,4,1
5,4496755,65,1,18,0,0,0,1,85,5,5,1
5,14121900,130,1,12,3,0,1,1,150,2,5,0
5,33336470,245,5,18,0,0,1,1,265,2,4,0
5,4822400,80,1,2,0,0,0,1,100,7,5,1
5,15095760,100,1,2,0,0,0,1,120,5,10,1
5,6538250,120,3,2,0,0,1,1,125,4,4,1
5,8892020,160,3,9,0,0,0,1,170,5,4,1
5,5266400,80,1,6,0,0,0,1,100,5,5,1
5,3568576,60,1,17,0,0,0,1,74,3,4,1
5,6276720,110,3,2,0,0,0,1,120,5,3,1
5,42993600,320,8,18,0,0,3,1,390,5,4,1
5,6799780,105,3,2,0,0,1,1,130,0,4,1
5,9160125,115,3,15,0,0,0,1,125,5,10,1
8,91446720,380,10,2,0,1,1,5,960,3,2,1
8,4691830,75,1,2,4,1,0,2,85,5,0,1
8,23984000,212,5,2,0,1,2,5,250,1,1,1
8,3675144,80,1,6,0,1,0,1,88,5,4,1
8,4802745,99,1,18,0,1,1,1,115,3,5,1
8,36974800,456,0,2,0,1,0,2,460,3,0,1
8,6473265,144,3,0,0,0,1,1,155,5,5,1
8,10023120,230,6,3,0,1,1,1,240,3,9,1
8,49750750,300,5,2,0,0,2,5,350,2,1,0
8,50552450,220,1,2,0,0,1,5,650,8,0,1
8,8941848,95,1,2,0,1,1,2,138,3,0,1
8,5706000,100,1,11,0,1,0,1,120,5,3,1
8,3758670,75,1,21,0,1,0,1,90,3,5,1
8,33103535,215,3,5,3,0,2,4,265,7,11,0
8,177681250,1000,11,2,5,0,5,5,1250,2,3,0
8,22908690,250,7,2,0,1,1,5,310,2,2,1
8,6476041,135,3,6,0,1,1,1,143,5,3,1
8,12418852,175,4,2,0,1,0,2,268,5,1,1
8,6113745,120,3,17,0,0,1,1,135,3,4,0
8,4209040,180,7,19,0,1,1,1,220,5,3,1
8,7099710,150,3,2,0,0,0,1,170,3,4,1
8,22030640,339,0,2,1,1,6,0,340,5,2,1
8,16835390,300,12,2,0,1,3,2,305,5,1,1
8,19411470,352,3,2,0,0,0,2,353,5,0,1
8,61479000,300,12,2,0,1,2,2,500,5,2,1
8,17869698,230,6,2,1,0,1,2,231,5,1,1
8,4593930,100,3,11,0,0,0,1,110,8,4,1
8,7099710,155,3,12,0,1,0,1,170,3,5,1
8,3341040,75,0,18,0,1,0,1,80,2,5,1
8,6591312,125,1,2,1,1,0,2,126,5,0,1
8,17268480,150,3,2,0,0,2,5,180,5,1,0
8,142145000,800,12,2,0,0,5,5,1000,6,4,0
8,9282960,115,3,2,0,0,0,2,120,5,3,1
8,31462860,550,8,2,0,1,3,5,570,5,2,1
8,31886930,360,8,2,0,0,4,5,410,3,2,1
8,70033280,650,11,2,0,1,3,5,730,5,2,0
8,4027750,120,3,2,0,1,1,2,125,3,1,1
8,18309200,300,5,2,0,0,3,5,350,5,3,1
8,25869480,276,6,2,0,1,2,5,280,0,2,1
8,13329750,200,6,2,0,1,2,5,210,5,3,0
8,63832800,350,10,2,0,0,2,5,800,2,3,0
8,55331100,360,10,2,0,1,3,5,450,5,3,0
8,7934970,145,3,2,0,0,1,1,190,3,4,1
8,13329750,200,5,2,0,1,2,5,210,3,3,0
8,5231200,60,0,2,0,1,0,2,100,5,0,1
8,17158400,175,3,6,0,1,2,1,200,3,4,1
8,7361750,90,1,2,0,0,0,2,110,5,1,1
8,11770200,119,4,2,1,0,1,2,225,5,2,1
8,4176300,95,1,18,0,1,0,1,100,2,5,1
8,142145000,950,11,2,0,1,5,5,1000,3,3,0
8,78179750,500,8,2,5,0,4,5,550,2,3,0
8,7323680,80,5,2,0,1,0,2,140,3,0,1
8,21482442,148,3,2,5,1,2,5,186,0,1,0
8,5343866,108,1,17,0,1,0,1,118,5,3,0
8,4890996,100,1,17,0,1,0,1,108,5,4,0
8,5343866,100,1,18,0,1,0,1,118,5,4,0
8,6476041,135,3,9,0,1,1,1,143,5,4,0
8,6476041,135,3,6,0,1,0,1,143,5,4,0
8,22169700,250,7,2,0,1,2,5,300,3,2,0
8,5887310,120,1,18,0,1,0,1,130,5,4,0
8,6476041,135,3,6,0,1,1,1,143,5,4,0
8,78179750,500,10,2,5,0,4,5,550,1,2,0
8,34772700,135,3,2,5,1,0,5,150,8,0,1
8,9369500,110,5,2,0,1,0,2,140,5,1,1
8,57561600,500,12,2,0,0,3,5,600,5,3,1
8,10440750,200,5,13,0,0,1,1,250,2,5,1
8,172936228,130,3,2,1,0,0,2,746,5,0,1
8,27531642,250,7,2,0,1,2,2,354,3,1,1
8,5846820,125,3,21,0,0,1,1,140,5,6,1
8,19633188,90,1,2,4,1,0,2,303,5,0,1
8,4844508,100,1,18,0,1,0,1,116,3,5,1
8,30144717,211,5,2,5,0,1,5,261,6,2,0
8,92727200,150,3,2,0,0,0,5,400,3,0,1
8,21271600,283,0,2,0,1,6,0,284,5,3,1
8,5887310,120,3,6,0,1,0,1,130,5,3,0
8,213217500,1000,11,2,0,0,5,5,1500,5,3,0
8,62339706,130,1,2,0,1,0,2,507,2,0,1
8,69545400,280,10,2,0,1,2,0,300,5,2,1
8,12611424,135,3,18,0,0,1,1,147,3,4,0
8,3835040,100,3,2,0,0,0,1,110,5,1,1
8,11609500,153,6,2,0,1,1,2,155,2,1,1
8,12117143,78,0,12,5,1,0,4,97,0,12,0
8,65717793,500,12,2,5,0,3,5,569,8,2,0
8,13726720,150,3,2,0,0,0,1,160,5,4,0
8,33103535,215,3,4,3,1,3,1,265,0,11,0
8,3758670,80,1,13,0,1,0,1,90,3,5,1
8,142145000,900,10,2,0,0,5,5,1000,2,3,0
8,170574000,1100,11,2,5,0,5,5,1200,8,3,0
3,2739840,100,1,17,0,0,0,1,120,5,3,0
3,2397360,95,3,9,0,0,0,1,105,2,3,1
3,3372120,95,1,2,0,0,0,1,120,0,4,1
3,3604015,80,1,4,0,0,0,1,95,2,11,0
3,5045621,110,3,4,0,0,1,1,133,2,10,0
3,2810100,88,1,18,0,0,0,1,100,0,5,1
3,2233890,81,1,12,0,0,0,1,90,5,6,0
3,2511520,85,1,2,0,0,0,1,110,8,2,1
3,3540600,140,3,2,0,0,1,1,150,0,3,1
3,2169040,85,1,2,0,0,0,1,95,5,4,1
3,1940720,78,1,2,0,1,0,1,85,5,3,1
3,5664960,210,7,12,0,0,1,1,240,2,4,1
3,5045621,90,1,11,3,0,0,1,133,8,12,0
3,1849392,74,1,18,0,0,0,1,81,2,1,1
3,3226730,115,1,6,0,0,0,1,130,5,4,1
3,1826560,75,1,17,0,0,0,1,80,2,2,1
3,1861575,65,0,9,0,0,0,1,75,0,3,1
3,4855936,114,1,4,3,0,1,1,128,1,12,0
3,1944280,45,0,11,0,0,0,1,65,0,3,1
3,2813710,85,1,18,0,0,0,1,95,2,4,1
3,1421290,55,0,2,0,0,0,1,65,7,3,1
3,1598240,65,0,18,1,0,0,1,70,8,2,1
3,3723150,130,3,18,0,0,0,1,150,2,3,1
3,6401925,143,5,15,0,0,1,1,185,7,10,1
3,2169040,85,1,6,0,0,0,1,95,8,2,1
3,2854000,120,1,2,0,0,0,1,125,8,2,1
3,1672425,65,1,18,0,0,0,1,75,8,4,1
3,2169040,85,1,11,0,0,0,1,95,5,4,1
3,4704188,100,1,11,3,0,0,1,124,8,10,0
3,4704188,100,1,11,3,0,0,1,124,8,10,0
3,4476566,100,1,13,3,0,1,1,118,8,10,0
3,6752786,160,5,14,3,0,1,1,178,8,12,0
3,2511520,95,1,6,0,0,0,1,110,1,3,1
3,3304560,130,3,6,0,0,0,1,140,5,7,1
3,1770300,60,0,17,0,0,0,1,75,8,4,1
3,1940720,80,1,17,0,0,0,1,85,5,3,1
3,3998430,130,3,9,0,1,0,1,135,5,4,1
3,2511520,100,1,2,0,0,0,1,110,5,3,1
3,2854000,120,3,9,0,1,0,1,125,0,3,1
3,1598240,65,0,18,0,0,0,1,70,0,2,1
3,5479680,230,8,21,0,0,1,1,240,8,3,1
3,3082320,130,3,9,0,1,0,1,135,5,2,1
3,1484080,55,0,18,0,0,0,1,65,2,2,1
3,1826560,75,1,18,0,0,0,1,80,0,3,1
3,2169040,90,1,6,0,0,0,1,95,0,2,1
3,1826560,75,1,2,0,0,0,1,80,2,2,1
3,34142715,90,1,9,0,0,1,1,1215,0,4,1
3,2804773,105,1,2,0,0,0,1,113,1,4,1
3,3013824,122,3,0,0,1,1,1,132,5,3,1
3,2854000,115,1,2,0,0,0,1,125,6,4,1
3,2186600,86,1,2,0,0,0,1,100,3,3,1
3,2968160,120,3,12,0,0,0,1,130,5,4,1
3,2357995,85,1,2,0,0,0,1,95,0,4,1
3,1652280,65,1,17,0,0,0,1,70,0,4,1
3,2452890,100,1,2,0,0,0,1,110,5,4,1
3,2739840,110,1,9,0,0,1,1,120,7,5,1
3,3091110,100,3,12,0,0,1,1,110,4,4,1
3,2229900,95,1,0,0,0,0,1,100,5,4,1
3,2511520,95,1,2,0,0,0,1,110,8,3,1
3,1639950,65,1,17,0,0,0,1,75,8,3,1
3,2978520,110,1,6,0,0,0,1,120,0,3,1
3,1967940,75,1,18,0,0,0,1,90,2,3,1
3,1770300,70,1,6,0,0,0,1,75,0,2,1
3,2107575,70,1,6,0,0,0,1,75,0,2,1
3,4125315,170,5,20,0,0,1,1,185,6,2,1
3,5336515,195,6,11,0,0,1,1,215,5,3,1
3,2124360,80,1,18,0,0,0,1,90,3,2,1
3,2283200,90,3,2,0,0,0,1,100,0,3,1
3,1783920,65,1,6,0,0,0,1,80,0,4,1
3,2242380,90,1,2,0,0,0,1,95,0,4,1
3,2242380,90,3,2,0,1,0,1,95,5,3,1
3,3279900,125,3,9,0,1,0,1,150,3,3,1
3,4400692,95,1,4,3,0,0,1,116,8,10,0
3,6638975,140,5,4,3,0,1,1,175,8,10,0
3,8611699,170,5,3,3,0,1,1,227,0,11,0
3,9484250,165,3,13,3,0,1,4,250,8,12,0
3,4780062,95,1,14,3,0,0,4,126,8,12,0
3,2968160,120,3,12,0,1,0,1,130,5,5,1
3,2968160,120,3,12,0,0,0,1,130,5,4,1
3,2730310,100,1,6,0,1,0,1,110,0,3,1
3,5336515,180,6,12,0,0,2,1,215,0,4,1
3,4355655,150,3,18,0,0,0,1,155,5,3,1
3,3424800,140,3,2,0,0,0,1,150,8,2,1
3,2051373,65,1,17,0,1,0,1,73,0,3,1
3,2169040,85,1,2,0,0,0,1,95,8,3,1
3,1714161,60,0,17,0,0,0,1,61,0,3,1
3,1940720,75,1,17,0,0,0,1,85,8,3,1
3,2357995,85,1,2,0,0,0,1,95,0,4,1
3,3196480,130,3,9,0,1,1,1,140,5,3,0
6,3608020,120,3,6,0,0,0,1,130,3,2,1
6,2670850,85,1,17,0,0,0,1,130,2,3,1
6,3122280,90,1,12,0,0,1,1,105,8,9,0
6,1565200,70,1,6,0,1,0,1,80,3,3,1
6,6752400,175,8,9,0,0,1,1,200,8,2,1
6,4127640,100,1,18,0,0,0,1,110,2,5,0
6,1849050,85,1,9,0,1,0,1,90,5,3,1
6,2932680,95,5,9,0,0,1,1,120,7,3,1
6,1683000,80,1,18,0,0,0,1,85,0,3,1
6,2277000,105,1,2,0,0,0,1,115,0,3,1
6,3428360,55,0,4,3,1,0,1,76,8,11,0
6,1823360,60,1,18,0,0,0,1,80,8,3,1
6,1710730,65,1,18,0,0,0,1,70,8,3,1
6,2249975,95,3,6,0,0,0,1,115,0,3,1
6,3038580,80,1,11,0,1,0,1,90,5,4,1
6,3492650,160,4,9,0,0,0,1,170,2,2,1
6,2797340,50,0,18,0,1,0,1,65,5,5,1
6,3916392,85,1,4,5,0,1,1,116,8,10,0
6,4326133,76,1,2,3,1,1,1,101,0,9,1
6,3038280,110,1,9,1,1,0,1,120,5,3,1
6,11051950,165,5,6,3,1,1,1,245,8,4,0
6,2602145,120,3,9,0,0,0,1,133,3,4,1
6,2321705,80,1,6,0,0,0,1,95,7,2,1
6,4389060,115,3,2,0,0,0,1,130,0,9,1
6,6077160,160,6,3,0,0,1,1,180,0,9,1
6,3252450,130,4,9,0,0,0,1,150,7,2,1
6,3371040,110,1,2,0,0,0,1,120,7,4,1
6,6339284,133,1,6,3,0,1,1,148,8,11,0
6,1565200,70,1,18,0,1,0,1,80,5,4,1
6,6217890,125,3,9,0,1,1,1,145,2,5,0
6,3608020,120,3,9,0,0,0,1,130,2,2,1
6,2443900,80,1,16,0,0,0,1,100,8,9,0
6,3038580,80,1,18,0,1,0,1,90,5,5,1
6,7427640,160,6,20,0,0,1,1,220,0,9,0
6,3376200,80,1,18,0,0,0,1,100,0,9,0
6,4389060,110,3,13,0,0,0,1,130,0,9,0
6,1565200,70,1,18,0,1,0,1,80,5,3,1
6,4051440,80,1,13,0,0,1,1,120,0,9,0
6,3038280,102,3,6,0,1,0,1,120,5,4,1
6,2359090,75,1,2,0,0,0,1,85,7,3,1
6,4069135,85,1,2,0,0,0,1,95,5,3,1
6,1937915,75,1,9,0,1,0,1,85,5,5,1
6,6856720,100,3,5,3,0,1,1,152,8,11,0
6,2768484,72,1,5,3,0,0,1,82,8,11,1
6,4711630,37,0,2,3,0,0,4,110,1,13,0
6,9434040,180,5,12,0,0,2,1,220,8,4,1
6,5739540,155,4,20,0,0,2,1,170,0,9,1
6,3201030,90,1,6,0,0,0,1,105,2,2,1
6,5739540,120,3,3,3,0,1,1,170,8,11,0
6,7444380,150,5,13,0,0,0,1,265,5,5,1
6,6405620,100,3,15,3,0,1,1,142,6,11,0
6,3191860,130,3,2,0,1,0,1,140,5,3,1
6,1565200,70,1,18,0,1,0,1,80,5,3,1
6,3048600,80,1,6,0,0,0,1,100,2,2,1
6,3834350,65,1,6,0,1,0,1,85,5,3,1
6,4033050,140,3,6,0,0,0,1,150,2,5,1
6,6329750,150,3,12,0,1,0,1,250,5,4,1
6,4711630,36,0,4,3,0,0,4,110,0,12,0
6,4882962,95,1,5,3,1,0,1,114,7,12,0
6,3360865,150,5,9,0,0,0,1,155,7,2,1
6,4878120,105,3,13,0,0,0,1,130,0,9,0
6,1823920,70,0,6,0,0,0,1,80,8,5,1
6,4389060,115,3,9,0,0,0,1,130,0,9,1
6,3918360,110,1,9,0,1,0,1,120,5,4,1
6,2278710,80,1,18,0,1,0,1,90,5,6,0
6,1643600,75,0,9,0,1,0,1,80,5,4,1
6,5060076,92,3,16,0,0,0,1,118,0,10,1
6,1709400,70,0,2,4,1,0,1,75,5,4,1
6,4718180,160,4,6,0,0,2,1,170,8,2,1
6,4116672,80,1,4,0,0,0,1,96,0,10,0
6,3353460,90,3,14,0,0,1,1,110,0,8,0
6,2507120,82,1,12,0,0,1,1,110,1,7,1
6,8102080,300,8,12,0,1,2,1,320,2,4,1
6,1881000,85,1,6,0,1,0,1,95,5,3,1
6,1485000,65,0,6,4,1,0,1,75,5,3,1
6,2544480,110,1,9,0,0,0,1,120,5,3,1
6,2601960,100,1,2,0,1,0,1,120,2,4,1
6,6405620,100,3,15,3,0,1,1,142,6,11,0
6,4519900,200,7,9,0,0,1,1,220,2,2,1
6,6455400,145,5,9,0,1,0,1,150,5,3,1
6,8074690,168,3,16,3,0,1,1,179,8,11,0
6,1643600,70,0,18,0,0,0,1,80,8,2,1
6,2934750,140,6,11,0,0,1,1,150,8,3,1
6,9434040,180,5,12,0,0,2,1,220,8,4,1
6,4711630,35,0,13,3,0,0,4,110,8,12,0
6,1849050,80,1,2,0,0,0,1,90,0,2,1
6,2059885,90,1,6,0,0,0,1,95,3,4,1
6,5253360,125,3,18,0,0,1,1,140,3,5,0
6,4355298,110,3,3,0,0,1,1,129,8,10,0
6,3651960,115,3,12,0,1,0,1,130,5,5,1
7,4116960,160,6,20,0,0,1,1,180,6,4,1
7,4957120,125,3,2,0,0,1,1,140,8,4,1
7,2973360,120,3,9,0,0,0,1,130,0,3,1
7,3888240,160,6,20,0,0,1,1,170,8,2,1
7,3717840,85,1,2,0,0,0,1,105,8,5,1
7,5311200,135,3,4,0,0,1,1,150,3,10,0
7,2121600,40,0,18,0,0,0,1,48,2,2,1
7,16905960,330,6,2,0,0,2,5,360,3,3,0
7,18784400,350,9,2,0,0,3,5,400,2,3,0
7,7054560,110,1,15,3,0,1,1,135,8,12,0
7,11138400,215,3,8,3,1,2,1,252,8,12,0
7,5665280,125,3,4,0,0,1,1,160,0,10,0
7,2131000,90,1,18,0,0,0,1,100,0,3,1
7,5215600,100,3,2,3,0,0,1,118,2,6,0
7,9193600,165,5,13,3,0,1,1,208,8,11,0
7,5967000,100,1,14,3,0,1,1,135,7,10,0
7,5422940,100,3,11,0,0,0,1,115,3,9,0
7,2104224,85,1,0,0,0,0,1,92,1,4,1
7,5967000,110,3,14,3,0,1,1,135,6,6,0
7,9519600,150,5,5,3,0,1,1,200,8,12,0
7,153741540,223,7,13,5,0,2,1,3230,4,10,0
7,23369280,460,8,19,3,0,3,1,660,8,3,0
7,5134160,110,3,11,3,0,1,1,145,8,10,0
7,2652000,55,0,2,3,1,0,1,60,7,5,0
7,9805188,170,5,2,3,0,1,1,206,6,4,0
7,3894880,90,1,18,0,0,0,1,110,3,5,0
7,10566756,173,5,9,3,0,2,1,222,2,4,0
7,4102572,86,1,16,0,0,0,1,87,5,8,1
7,2630280,100,3,16,0,0,0,1,115,2,10,0
7,3049800,60,1,9,0,1,0,1,69,7,3,0
7,2401560,95,3,17,0,0,0,1,105,8,3,1
7,2450650,100,1,9,0,0,0,1,115,4,3,1
7,2301520,55,0,6,3,0,0,1,65,7,2,0
7,4957120,100,1,15,3,1,1,1,140,6,12,0
7,4390592,100,1,1,3,0,1,1,124,6,10,0
7,16905960,330,6,2,0,0,2,5,360,3,3,0
